country,team,player,position,dob,tour,start,end,place,prize,startelo64,endelo64
USA,Evil Geniuses,universe,3,1989-10-11,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1165.2604168488792,1097.0957049357824
Sweden,Evil Geniuses,zai,4,1997-08-05,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1165.2604168488792,1097.0957049357824
USA,Evil Geniuses,ppd,5,1991-11-02,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1165.2604168488792,1097.0957049357824
Canada,Team Secret,arteezy,1,1996-07-01,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,2,60000.0,1132.0612156962359,1296.9751459234167
Canada,Team Secret,eternalenvy,2,1991-07-02,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,2,60000.0,1132.0612156962359,1296.9751459234167
USA,Team Secret,bulba,3,1991-07-10,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,2,60000.0,1132.0612156962359,1296.9751459234167
Estonia,Team Secret,puppey,4,1990-03-06,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,2,60000.0,1132.0612156962359,1296.9751459234167
Sweden,Team Secret,pieliedie,5,,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,2,60000.0,1132.0612156962359,1296.9751459234167
Russia,Natus Vincere,dityara,1,1995-03-26,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,1,135000.0,1272.2390927148058,1289.944429615621
Ukraine,Natus Vincere,dendi,2,1989-12-30,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,1,135000.0,1272.2390927148058,1289.944429615621
Ukraine,Natus Vincere,general,3,1996-08-05,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,1,135000.0,1272.2390927148058,1289.944429615621
Russia,Natus Vincere,sonneiko,4,1997-05-16,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,1,135000.0,1272.2390927148058,1289.944429615621
Ukraine,Natus Vincere,artstyle,5,1989-04-20,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,1,135000.0,1272.2390927148058,1289.944429615621
Ukraine,F.R.I.E.N.D.S.,alohadance,1,1997-09-15,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,4,22500.0,,
Russia,F.R.I.E.N.D.S.,g,2,1992-04-16,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,4,22500.0,,
Russia,F.R.I.E.N.D.S.,yoky,3,1995-02-07,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,4,22500.0,,
Ukraine,F.R.I.E.N.D.S.,alwayswannafly,4,1991-03-06,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,4,22500.0,,
Russia,F.R.I.E.N.D.S.,nofear,5,1993-07-03,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,4,22500.0,,
China,CDEC Youth,ame,1,1997-04-07,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1194.8478915250853,1099.6538007557692
China,CDEC Youth,inflame,2,1992-12-22,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1194.8478915250853,1099.6538007557692
China,CDEC Youth,demons,3,,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1194.8478915250853,1099.6538007557692
China,CDEC Youth,victoria,4,1995-11-05,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1194.8478915250853,1099.6538007557692
China,CDEC Youth,xz,5,1992-10-18,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1194.8478915250853,1099.6538007557692
Ukraine,Digital Chaos,resolut1on,1,1996-09-02,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1144.248509903997,1121.1382039704947
Romania,Digital Chaos,w33,2,1995-03-06,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1144.248509903997,1121.1382039704947
USA,Digital Chaos,moo,3,1995-11-09,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1144.248509903997,1121.1382039704947
Macedonia,Digital Chaos,saksa,4,1995-06-12,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1144.248509903997,1121.1382039704947
Denmark,Digital Chaos,misery,5,1991-07-14,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,5,15000.0,1144.248509903997,1121.1382039704947
Sweden,CompLexity Gaming,chessie,1,1992-12-26,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1164.5284869022391,1020.8078463658388
Sweden,CompLexity Gaming,limmp,2,1995-05-31,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1164.5284869022391,1020.8078463658388
,CompLexity Gaming,swindlemelonzz,3,,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1164.5284869022391,1020.8078463658388
USA,CompLexity Gaming,zfreek,4,,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1164.5284869022391,1020.8078463658388
Sweden,CompLexity Gaming,handsken,5,1994-04-24,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,7,7500.0,1164.5284869022391,1020.8078463658388
Malaysia,Fnatic,mushi,1,1990-11-27,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,3,37500.0,1225.0399814126731,1230.5782637829516
Malaysia,Fnatic,midone,2,1996-06-03,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,3,37500.0,1225.0399814126731,1230.5782637829516
Malaysia,Fnatic,ohaiyo,3,1993-03-31,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,3,37500.0,1225.0399814126731,1230.5782637829516
Philippines,Fnatic,dj,4,1994-11-06,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,3,37500.0,1225.0399814126731,1230.5782637829516
Malaysia,Fnatic,343,5,,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,3,37500.0,1225.0399814126731,1230.5782637829516
Denmark,OG,n0tail,1,1993-10-08,The Summit 5,2016-07-13,2016-07-17,2,22735.0,1465.071275917864,1412.1987262958176
Jordan,OG,miracle,2,1997-06-20,The Summit 5,2016-07-13,2016-07-17,2,22735.0,1465.071275917864,1412.1987262958176
Canada,OG,moonmeander,3,1992-01-28,The Summit 5,2016-07-13,2016-07-17,2,22735.0,1465.071275917864,1412.1987262958176
Denmark,OG,cr1t,4,1996-07-13,The Summit 5,2016-07-13,2016-07-17,2,22735.0,1465.071275917864,1412.1987262958176
Israel,OG,fly,5,1993-03-09,The Summit 5,2016-07-13,2016-07-17,2,22735.0,1465.071275917864,1412.1987262958176
USA,OG,fly,5,,The Summit 5,2016-07-13,2016-07-17,2,22735.0,1465.071275917864,1412.1987262958176
Russia,Natus Vincere,dityara,1,1995-03-26,The Summit 5,2016-07-13,2016-07-17,4,10104.0,1245.4674270843984,1236.866476251141
Ukraine,Natus Vincere,dendi,2,1989-12-30,The Summit 5,2016-07-13,2016-07-17,4,10104.0,1245.4674270843984,1236.866476251141
Ukraine,Natus Vincere,general,3,1996-08-05,The Summit 5,2016-07-13,2016-07-17,4,10104.0,1245.4674270843984,1236.866476251141
Russia,Natus Vincere,sonneiko,4,1997-05-16,The Summit 5,2016-07-13,2016-07-17,4,10104.0,1245.4674270843984,1236.866476251141
Ukraine,Natus Vincere,artstyle,5,1989-04-20,The Summit 5,2016-07-13,2016-07-17,4,10104.0,1245.4674270843984,1236.866476251141
Finland,Team Liquid,matumbaman,1,1995-03-03,The Summit 5,2016-07-13,2016-07-17,3,13136.0,1305.7924953654972,1342.897803323128
Germany,Team Liquid,fata,2,1993-02-24,The Summit 5,2016-07-13,2016-07-17,3,13136.0,1305.7924953654972,1342.897803323128
,Team Liquid,mind_control,3,,The Summit 5,2016-07-13,2016-07-17,3,13136.0,1305.7924953654972,1342.897803323128
Finland,Team Liquid,jerax,4,1992-05-07,The Summit 5,2016-07-13,2016-07-17,3,13136.0,1305.7924953654972,1342.897803323128
Germany,Team Liquid,kuroky,5,1992-10-28,The Summit 5,2016-07-13,2016-07-17,3,13136.0,1305.7924953654972,1342.897803323128
United Kingdom,FDL,beesa,1,1993-12-24,The Summit 5,2016-07-13,2016-07-17,7,2526.0,,
USA,FDL,ccampc,2,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,,
USA,FDL,mjw,3,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,,
Canada,FDL,fronz,4,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,,
USA,FDL,stanking,5,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,,
Ukraine,Digital Chaos,resolut1on,1,1996-09-02,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1113.7224350346091,1101.0683957959018
Romania,Digital Chaos,w33,2,1995-03-06,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1113.7224350346091,1101.0683957959018
USA,Digital Chaos,moo,3,1995-11-09,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1113.7224350346091,1101.0683957959018
Macedonia,Digital Chaos,saksa,4,1995-06-12,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1113.7224350346091,1101.0683957959018
Denmark,Digital Chaos,misery,5,1991-07-14,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1113.7224350346091,1101.0683957959018
,Wings Gaming,shadow,1,,The Summit 5,2016-07-13,2016-07-17,1,42944.0,1286.3478514044148,1379.3377920465196
China,Wings Gaming,blink,2,1992-07-31,The Summit 5,2016-07-13,2016-07-17,1,42944.0,1286.3478514044148,1379.3377920465196
,Wings Gaming,faith_bian,3,,The Summit 5,2016-07-13,2016-07-17,1,42944.0,1286.3478514044148,1379.3377920465196
,Wings Gaming,innocence,4,,The Summit 5,2016-07-13,2016-07-17,1,42944.0,1286.3478514044148,1379.3377920465196
China,Wings Gaming,iceice,5,1995-08-06,The Summit 5,2016-07-13,2016-07-17,1,42944.0,1286.3478514044148,1379.3377920465196
Greece,Ad Finem,madara,1,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,1058.3412811572493,1048.0650362317674
Greece,Ad Finem,thug,2,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,1058.3412811572493,1048.0650362317674
Greece,Ad Finem,skylark,3,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,1058.3412811572493,1048.0650362317674
Greece,Ad Finem,maybenexttime,4,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,1058.3412811572493,1048.0650362317674
Greece,Ad Finem,ssaspartan,5,,The Summit 5,2016-07-13,2016-07-17,7,2526.0,1058.3412811572493,1048.0650362317674
Malaysia,Fnatic,mushi,1,1990-11-27,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1332.112729482589,1274.2893207490754
Malaysia,Fnatic,midone,2,1996-06-03,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1332.112729482589,1274.2893207490754
Malaysia,Fnatic,ohaiyo,3,1993-03-31,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1332.112729482589,1274.2893207490754
Philippines,Fnatic,dj,4,1994-11-06,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1332.112729482589,1274.2893207490754
Malaysia,Fnatic,343,5,,The Summit 5,2016-07-13,2016-07-17,5,3537.0,1332.112729482589,1274.2893207490754
China,Newbee,hao,1,1990-07-28,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1,100610.0,1178.1635149730848,1416.7618848594134
China,Newbee,mu,2,1989-12-24,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1,100610.0,1178.1635149730848,1416.7618848594134
Australia,Newbee,kpii,3,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1,100610.0,1178.1635149730848,1416.7618848594134
Malaysia,Newbee,chuan,4,1991-07-28,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1,100610.0,1178.1635149730848,1416.7618848594134
China,Newbee,kaka,5,1992-11-07,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1,100610.0,1178.1635149730848,1416.7618848594134
China,CDEC Youth,ame,1,1997-04-07,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,4,10102.0,1312.2742270146905,1193.208644358632
China,CDEC Youth,inflame,2,1992-12-22,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,4,10102.0,1312.2742270146905,1193.208644358632
China,CDEC Youth,xz,3,1992-10-18,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,4,10102.0,1312.2742270146905,1193.208644358632
China,CDEC Youth,victoria,4,1995-11-05,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,4,10102.0,1312.2742270146905,1193.208644358632
China,CDEC Youth,demons,5,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,4,10102.0,1312.2742270146905,1193.208644358632
China,Vici Gaming Reborn,end,1,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,,
China,Vici Gaming Reborn,mikasa,2,1986-10-21,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,,
China,Vici Gaming Reborn,yang,3,1996-11-15,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,,
China,Vici Gaming Reborn,fy,4,1995-02-12,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,,
Macau,Vici Gaming Reborn,ddc,5,1990-07-03,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,,
China,LGD Gaming,agressif,1,1991-11-11,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,3,25152.0,1241.0652057147227,1238.6459803385173
China,LGD Gaming,maybe,2,1995-12-16,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,3,25152.0,1241.0652057147227,1238.6459803385173
China,LGD Gaming,xiao8,3,1989-11-14,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,3,25152.0,1241.0652057147227,1238.6459803385173
China,LGD Gaming,september,4,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,3,25152.0,1241.0652057147227,1238.6459803385173
China,LGD Gaming,mmy,5,1989-09-10,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,3,25152.0,1241.0652057147227,1238.6459803385173
,Wings Gaming,shadow,1,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,2,50305.0,1340.8654206788235,1292.320153780583
China,Wings Gaming,blink,2,1992-07-31,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,2,50305.0,1340.8654206788235,1292.320153780583
,Wings Gaming,faith_bian,3,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,2,50305.0,1340.8654206788235,1292.320153780583
China,Wings Gaming,iceice,4,1995-08-06,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,2,50305.0,1340.8654206788235,1292.320153780583
,Wings Gaming,innocence,5,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,2,50305.0,1340.8654206788235,1292.320153780583
Russia,Team Empire,ramzes666,1,1999-04-25,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1130.296396838153,1122.5185999497583
Russia,Team Empire,scandal,2,1991-12-04,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1130.296396838153,1122.5185999497583
Russia,Team Empire,afterlife,3,1997-03-13,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1130.296396838153,1122.5185999497583
Russia,Team Empire,miposhka,4,1997-11-30,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1130.296396838153,1122.5185999497583
Russia,Team Empire,kingr,5,1993-08-22,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1130.296396838153,1122.5185999497583
,Digital Chaos,resolution,1,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1234.0731760218725,1155.9653510997382
Romania,Digital Chaos,w33,2,1995-03-06,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1234.0731760218725,1155.9653510997382
USA,Digital Chaos,moo,3,1995-11-09,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1234.0731760218725,1155.9653510997382
Macedonia,Digital Chaos,saksa,4,1995-06-12,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1234.0731760218725,1155.9653510997382
Denmark,Digital Chaos,misery,5,1991-07-14,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,1234.0731760218725,1155.9653510997382
Malaysia,WarriorsGaming.Unity,ahjit,1,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,996.4147590461666,965.2477759538775
Malaysia,WarriorsGaming.Unity,nana,2,1995-02-12,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,996.4147590461666,965.2477759538775
Malaysia,WarriorsGaming.Unity,wenn,3,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,996.4147590461666,965.2477759538775
Malaysia,WarriorsGaming.Unity,ahfu,4,1994-06-06,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,996.4147590461666,965.2477759538775
Malaysia,WarriorsGaming.Unity,zacky,5,,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,5,7551.0,996.4147590461666,965.2477759538775
Sweden,Alliance,loda,1,1988-03-19,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1186.6513212585985,1140.2388234829284
Sweden,Alliance,s4,2,1992-04-01,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1186.6513212585985,1140.2388234829284
Sweden,Alliance,admiralbulldog,3,1990-12-19,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1186.6513212585985,1140.2388234829284
Sweden,Alliance,egm,4,1991-06-04,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1186.6513212585985,1140.2388234829284
Sweden,Alliance,akke,5,1988-05-26,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1186.6513212585985,1140.2388234829284
Jordan,OG,miracle,1,1997-06-20,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1,157273.0,1508.7070587150386,1540.3098310564392
,OG,bigdaddy,2,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1,157273.0,1508.7070587150386,1540.3098310564392
Canada,OG,moonmeander,3,1992-01-28,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1,157273.0,1508.7070587150386,1540.3098310564392
Denmark,OG,cr1t,4,1996-07-13,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1,157273.0,1508.7070587150386,1540.3098310564392
Israel,OG,fly,5,1993-03-09,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1,157273.0,1508.7070587150386,1540.3098310564392
USA,OG,fly,5,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1,157273.0,1508.7070587150386,1540.3098310564392
Finland,Team Liquid,matumbaman,1,1995-03-03,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1296.1659049940786,1381.966061997412
Germany,Team Liquid,fata,2,1993-02-24,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1296.1659049940786,1381.966061997412
,Team Liquid,mind_control,3,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1296.1659049940786,1381.966061997412
Finland,Team Liquid,jerax,4,1992-05-07,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1296.1659049940786,1381.966061997412
Germany,Team Liquid,kuroky,5,1992-10-28,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1296.1659049940786,1381.966061997412
Ukraine,Virtus.pro,alohadance,1,1997-09-15,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1184.913633951071,1147.0411418333665
Russia,Virtus.pro,g,2,1992-04-16,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1184.913633951071,1147.0411418333665
Russia,Virtus.pro,yoky,3,1995-02-07,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1184.913633951071,1147.0411418333665
Belarus,Virtus.pro,fng,4,1995-09-24,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1184.913633951071,1147.0411418333665
Russia,Virtus.pro,nofear,5,1993-07-03,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1184.913633951071,1147.0411418333665
Ukraine,Vega Squadron,fn,1,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1265.0995514599058,1198.6211043112282
Ukraine,Vega Squadron,noone,2,1997-09-04,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1265.0995514599058,1198.6211043112282
Ukraine,Vega Squadron,mag,3,1990-05-10,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1265.0995514599058,1198.6211043112282
Russia,Vega Squadron,solo,4,1990-08-07,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1265.0995514599058,1198.6211043112282
Ukraine,Vega Squadron,cematheslayer,5,1994-03-09,ESL One Frankfurt 2016,2016-06-17,2016-06-19,3,28309.0,1265.0995514599058,1198.6211043112282
Russia,Natus Vincere,dityara,1,1995-03-26,ESL One Frankfurt 2016,2016-06-17,2016-06-19,2,62909.0,1171.0269348436716,1289.5426255660218
Ukraine,Natus Vincere,dendi,2,1989-12-30,ESL One Frankfurt 2016,2016-06-17,2016-06-19,2,62909.0,1171.0269348436716,1289.5426255660218
Ukraine,Natus Vincere,general,3,1996-08-05,ESL One Frankfurt 2016,2016-06-17,2016-06-19,2,62909.0,1171.0269348436716,1289.5426255660218
Russia,Natus Vincere,sonneiko,4,1997-05-16,ESL One Frankfurt 2016,2016-06-17,2016-06-19,2,62909.0,1171.0269348436716,1289.5426255660218
Ukraine,Natus Vincere,artstyle,5,1989-04-20,ESL One Frankfurt 2016,2016-06-17,2016-06-19,2,62909.0,1171.0269348436716,1289.5426255660218
Sweden,CompLexity Gaming,chessie,1,1992-12-26,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1160.8337603700825,1097.361766258555
Sweden,CompLexity Gaming,limmp,2,1995-05-31,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1160.8337603700825,1097.361766258555
,CompLexity Gaming,swindlemelonzz,3,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1160.8337603700825,1097.361766258555
USA,CompLexity Gaming,zfreek,4,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1160.8337603700825,1097.361766258555
Sweden,CompLexity Gaming,handsken,5,1994-04-24,ESL One Frankfurt 2016,2016-06-17,2016-06-19,5,12582.0,1160.8337603700825,1097.361766258555
Malaysia,Fnatic,mushi,1,1990-11-27,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1199.0183891186655,1150.3776598577354
,Fnatic,miduan,2,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1199.0183891186655,1150.3776598577354
Malaysia,Fnatic,ohaiyo,3,1993-03-31,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1199.0183891186655,1150.3776598577354
Philippines,Fnatic,dj,4,1994-11-06,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1199.0183891186655,1150.3776598577354
Malaysia,Fnatic,343,5,,ESL One Frankfurt 2016,2016-06-17,2016-06-19,7,6291.0,1199.0183891186655,1150.3776598577354
Canada,Team Secret,eternalenvy,1,1991-07-02,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1000.1797983116068,984.6393027974556
Canada,Team Secret,arteezy,2,1996-07-01,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1000.1797983116068,984.6393027974556
USA,Team Secret,universe,3,1989-10-11,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1000.1797983116068,984.6393027974556
Estonia,Team Secret,puppey,4,1990-03-06,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1000.1797983116068,984.6393027974556
Sweden,Team Secret,pieliedie,5,,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1000.1797983116068,984.6393027974556
Finland,Team Liquid,matumbaman,1,1995-03-03,The Manila Major 2016,2016-06-03,2016-06-12,2,405000.0,1385.264131517499,1404.1517774019785
Germany,Team Liquid,fata,2,1993-02-24,The Manila Major 2016,2016-06-03,2016-06-12,2,405000.0,1385.264131517499,1404.1517774019785
,Team Liquid,mind_control,3,,The Manila Major 2016,2016-06-03,2016-06-12,2,405000.0,1385.264131517499,1404.1517774019785
Finland,Team Liquid,jerax,4,1992-05-07,The Manila Major 2016,2016-06-03,2016-06-12,2,405000.0,1385.264131517499,1404.1517774019785
Germany,Team Liquid,kuroky,5,1992-10-28,The Manila Major 2016,2016-06-03,2016-06-12,2,405000.0,1385.264131517499,1404.1517774019785
,Evil Geniuses,aui_2000,1,,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1069.3431385991778,1046.8112369596554
Pakistan,Evil Geniuses,sumail,2,1999-02-13,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1069.3431385991778,1046.8112369596554
USA,Evil Geniuses,bulba,3,1991-07-10,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1069.3431385991778,1046.8112369596554
USA,Evil Geniuses,fear,4,1988-02-19,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1069.3431385991778,1046.8112369596554
USA,Evil Geniuses,ppd,5,1991-11-02,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1069.3431385991778,1046.8112369596554
South Korea,MVP Phoenix,mp,1,1994-04-16,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1209.5043712132408,1220.5812169887772
South Korea,MVP Phoenix,qo,2,1993-09-22,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1209.5043712132408,1220.5812169887772
South Korea,MVP Phoenix,forev,3,1991-11-18,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1209.5043712132408,1220.5812169887772
South Korea,MVP Phoenix,febby,4,1993-02-19,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1209.5043712132408,1220.5812169887772
South Korea,MVP Phoenix,dubu,5,1993-07-12,The Manila Major 2016,2016-06-03,2016-06-12,5,202500.0,1209.5043712132408,1220.5812169887772
,Wings Gaming,shadow,1,,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1200.3237617838636,1150.0447692357534
China,Wings Gaming,blink,2,1992-07-31,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1200.3237617838636,1150.0447692357534
,Wings Gaming,faith_bian,3,,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1200.3237617838636,1150.0447692357534
China,Wings Gaming,y,4,1998-08-08,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1200.3237617838636,1150.0447692357534
China,Wings Gaming,iceice,5,1995-08-06,The Manila Major 2016,2016-06-03,2016-06-12,13,30000.0,1200.3237617838636,1150.0447692357534
China,Vici Gaming Reborn,end,1,,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,,
China,Vici Gaming Reborn,nono,2,,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,,
China,Vici Gaming Reborn,yang,3,1996-11-15,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,,
China,Vici Gaming Reborn,fy,4,1995-02-12,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,,
Macau,Vici Gaming Reborn,ddc,5,1990-07-03,The Manila Major 2016,2016-06-03,2016-06-12,7,105000.0,,
